mutation_signature,gene_name,mirna_family,upregulating_hits_pct,total_hits,upregulating_hits,stats_log2fc_mean,gene_is_brca_driver,gene_is_onc,gene_is_tsupp,subtype_matches,mirna_is_onc,mirna_is_tsupp,mirna_upreg_in_brca,mirna_downreg_in_brca,binding_tendency,number_binding,number_not_binding,gene_type,is_cancer_promoting,mirna_true_conditions,triplet_behavior,triplet_id
SBS3,SARS,miR-30-5p,100.0,3,3,3.5045856625606056,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS3_SARS_miR-30-5p
SBS44,MSANTD1,miR-30-5p,100.0,3,3,2.4968620527825585,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS44_MSANTD1_miR-30-5p
SBS5,APOE,miR-3689a-5p/3689b-5p/3689e/3689f,100.0,3,3,3.576550260904956,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_APOE_miR-3689a-5p/3689b-5p/3689e/3689f
SBS5,HS6ST3,miR-1295a,100.0,3,3,2.920565532505595,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_HS6ST3_miR-1295a
SBS5,HS6ST3,miR-3622b-5p,100.0,3,3,2.920565532505595,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_HS6ST3_miR-3622b-5p
SBS5,HS6ST3,miR-4281,100.0,3,3,2.920565532505595,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_HS6ST3_miR-4281
SBS5,HS6ST3,miR-675-5p/4466,100.0,3,3,2.920565532505595,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_HS6ST3_miR-675-5p/4466
SBS5,ORMDL3,miR-30-5p,100.0,3,3,1.9295267920515482,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS5_ORMDL3_miR-30-5p
SBS5,PPIL6,miR-30-5p,100.0,3,3,3.5364476724525207,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS5_PPIL6_miR-30-5p
SBS5,SHANK2,miR-6776-5p,100.0,3,3,1.3043704989389784,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_SHANK2_miR-6776-5p
SBS5,SLC4A10,miR-30-5p,100.0,3,3,1.3850225810263812,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS5_SLC4A10_miR-30-5p
SBS5,SRGAP2B,miR-371-5p,100.0,3,3,5.567531131713378,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_SRGAP2B_miR-371-5p
SBS5,SRGAP2B,miR-6761-3p,100.0,3,3,5.567531131713378,False,False,False,False,False,False,False,False,0.0,0,3,Other,False,,fully_upregulating,SBS5_SRGAP2B_miR-6761-3p
SBS5,TP53,miR-140-5p,100.0,3,3,1.6362988385966426,True,True,True,False,False,True,False,True,0.0,0,3,DualRole,True,"mirna_is_tsupp, mirna_downreg_in_brca",fully_upregulating,SBS5_TP53_miR-140-5p
SBS8,XRN1,miR-30-5p,100.0,3,3,1.8742984453688123,False,False,False,False,False,True,True,True,0.0,0,3,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_upregulating,SBS8_XRN1_miR-30-5p
SBS1,CD274,miR-135-5p,0.0,2,0,-2.6350859801469926,False,True,True,False,True,False,False,False,100.0,2,0,DualRole,True,mirna_is_onc,fully_downregulating,SBS1_CD274_miR-135-5p
SBS1,CHRNB1,miR-135-5p,0.0,2,0,-3.836626714005699,False,False,False,True,True,False,False,False,100.0,2,0,Other,False,mirna_is_onc,fully_downregulating,SBS1_CHRNB1_miR-135-5p
SBS1,CTD-2076M15.1,miR-3622a-3p/3622b-3p,0.0,2,0,-3.693698140262037,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_CTD-2076M15.1_miR-3622a-3p/3622b-3p
SBS1,DFFB,miR-181-3p/4420,0.0,2,0,-3.4260005490350487,False,False,False,False,False,False,True,False,100.0,2,0,Other,False,mirna_upreg_in_brca,fully_downregulating,SBS1_DFFB_miR-181-3p/4420
SBS1,DHX40,miR-3162-5p,0.0,2,0,-3.5553665042529734,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DHX40_miR-3162-5p
SBS1,DHX40,miR-3689d/6851-5p,0.0,2,0,-3.5553665042529734,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DHX40_miR-3689d/6851-5p
SBS1,DHX40,miR-6124,0.0,2,0,-3.5553665042529734,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DHX40_miR-6124
SBS1,DNAH17,miR-371-5p,0.0,2,0,-1.2599324758756243,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DNAH17_miR-371-5p
SBS1,DRD5P1,miR-216a-5p,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DRD5P1_miR-216a-5p
SBS1,DRD5P1,miR-25-3p/32-5p/92-3p/363-3p/367-3p,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DRD5P1_miR-25-3p/32-5p/92-3p/363-3p/367-3p
SBS1,DRD5P1,miR-3065-5p,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DRD5P1_miR-3065-5p
SBS1,DRD5P1,miR-4643,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DRD5P1_miR-4643
SBS1,DRD5P1,miR-4777-3p,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DRD5P1_miR-4777-3p
SBS1,DRD5P1,miR-494-3p,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,True,100.0,2,0,Other,False,mirna_downreg_in_brca,fully_downregulating,SBS1_DRD5P1_miR-494-3p
SBS1,DRD5P1,miR-939-5p/1343-5p,0.0,2,0,-2.845861162210959,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_DRD5P1_miR-939-5p/1343-5p
SBS1,FRAS1,miR-4687-3p,0.0,2,0,1.2227688092960285,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_FRAS1_miR-4687-3p
SBS1,HSF2BP,miR-30-5p,0.0,2,0,-4.666756591884804,False,False,False,False,False,True,False,True,100.0,2,0,Other,False,"mirna_is_tsupp, mirna_downreg_in_brca",fully_downregulating,SBS1_HSF2BP_miR-30-5p
SBS1,IGF1R,miR-135-5p,0.0,2,0,1.620581174958979,False,True,False,False,True,False,False,False,100.0,2,0,Oncogene,True,mirna_is_onc,fully_downregulating,SBS1_IGF1R_miR-135-5p
SBS1,KRT8P20,miR-135-5p,0.0,2,0,-4.802485882535868,False,False,False,False,True,False,False,False,100.0,2,0,Other,False,mirna_is_onc,fully_downregulating,SBS1_KRT8P20_miR-135-5p
SBS1,LHFPL3,miR-302-3p/372-3p/373-3p/520-3p,0.0,2,0,-2.018361202870638,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_LHFPL3_miR-302-3p/372-3p/373-3p/520-3p
SBS1,MYOM3,miR-6768-5p,0.0,2,0,-2.545993134488927,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_MYOM3_miR-6768-5p
SBS1,PLCH1,miR-6768-5p,0.0,2,0,-1.8137678606399408,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PLCH1_miR-6768-5p
SBS1,PLD5,miR-4687-3p,0.0,2,0,1.444483633128382,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PLD5_miR-4687-3p
SBS1,PLEC,miR-199-3p,0.0,2,0,-1.539140934297626,False,False,False,False,False,False,False,True,100.0,2,0,Other,False,mirna_downreg_in_brca,fully_downregulating,SBS1_PLEC_miR-199-3p
SBS1,PLEC,miR-4633-3p/6500-5p,0.0,2,0,-1.539140934297626,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PLEC_miR-4633-3p/6500-5p
SBS1,PRDM15,miR-135-5p,0.0,2,0,-1.3946177722542987,False,False,False,False,True,False,False,False,100.0,2,0,Other,False,mirna_is_onc,fully_downregulating,SBS1_PRDM15_miR-135-5p
SBS1,PTPRN2,miR-1322,0.0,2,0,-1.96414072549254,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PTPRN2_miR-1322
SBS1,PTPRN2,miR-4268,0.0,2,0,-1.96414072549254,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PTPRN2_miR-4268
SBS1,PTPRN2,miR-4687-3p,0.0,2,0,-1.96414072549254,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PTPRN2_miR-4687-3p
SBS1,PTPRN2,miR-504-3p,0.0,2,0,-1.96414072549254,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_PTPRN2_miR-504-3p
SBS1,RP11-240M16.1,miR-1238-5p/4758-5p,0.0,2,0,-5.285402218862249,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_RP11-240M16.1_miR-1238-5p/4758-5p
SBS1,RP11-240M16.1,miR-3940-5p/4507,0.0,2,0,-5.285402218862249,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_RP11-240M16.1_miR-3940-5p/4507
SBS1,RP11-240M16.1,miR-937-5p,0.0,2,0,-5.285402218862249,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_RP11-240M16.1_miR-937-5p
SBS1,SACS,miR-30-5p,0.0,2,0,-1.6376031769285546,False,False,False,False,False,True,True,True,100.0,2,0,Other,False,"mirna_is_tsupp, mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS1_SACS_miR-30-5p
SBS1,SHANK2,miR-6124,0.0,2,0,1.3043704989389784,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_SHANK2_miR-6124
SBS1,SPTB,miR-1269,0.0,2,0,-1.8920128912657688,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_SPTB_miR-1269
SBS1,SPTB,miR-4327,0.0,2,0,-1.8920128912657688,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_SPTB_miR-4327
SBS1,TP53,miR-371-5p,0.0,2,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,2,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-371-5p
SBS1,TP53,miR-6124,0.0,2,0,1.6362988385966426,True,True,True,False,False,False,False,False,100.0,2,0,DualRole,True,,fully_downregulating,SBS1_TP53_miR-6124
SBS1,TRPM1,miR-135-5p,0.0,2,0,-2.132959598604987,False,False,False,False,True,False,False,False,100.0,2,0,Other,False,mirna_is_onc,fully_downregulating,SBS1_TRPM1_miR-135-5p
SBS1,ZNF280D,miR-135-5p,0.0,2,0,1.7118264784428985,False,False,False,False,True,False,False,False,100.0,2,0,Other,False,mirna_is_onc,fully_downregulating,SBS1_ZNF280D_miR-135-5p
SBS1,ZNF720,miR-615-5p,0.0,2,0,1.9145849873985192,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS1_ZNF720_miR-615-5p
SBS13,AL133481.1,miR-296-3p,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-296-3p
SBS13,AL133481.1,miR-3158-5p,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-3158-5p
SBS13,AL133481.1,miR-3940-5p/4507,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-3940-5p/4507
SBS13,AL133481.1,miR-4260,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-4260
SBS13,AL133481.1,miR-4783-3p,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-4783-3p
SBS13,AL133481.1,miR-6077,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-6077
SBS13,AL133481.1,miR-6768-5p,0.0,2,0,-3.302700058410019,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AL133481.1_miR-6768-5p
SBS13,APC,miR-3940-5p/4507,0.0,2,0,-1.9923056082099992,False,False,True,False,False,False,False,False,100.0,2,0,TumorSuppressor,True,,fully_downregulating,SBS13_APC_miR-3940-5p/4507
SBS13,APIP,miR-192-5p/215-5p,0.0,2,0,2.3705981577679207,False,False,False,False,False,False,True,True,100.0,2,0,Other,False,"mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS13_APIP_miR-192-5p/215-5p
SBS13,AQP1,miR-328-5p/6885-5p,0.0,2,0,2.6478250919776705,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_AQP1_miR-328-5p/6885-5p
SBS13,ARHGAP30,miR-6768-5p,0.0,2,0,-2.071468949594633,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_ARHGAP30_miR-6768-5p
SBS13,BAG6,miR-3940-5p/4507,0.0,2,0,-1.9151920594596568,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_BAG6_miR-3940-5p/4507
SBS13,BAG6,miR-6768-5p,0.0,2,0,-1.9151920594596568,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_BAG6_miR-6768-5p
SBS13,BBOX1,miR-4534/8082,0.0,2,0,-2.497905766451933,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_BBOX1_miR-4534/8082
SBS13,C2orf27A,miR-3940-5p/4507,0.0,2,0,-1.9384403784222464,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_C2orf27A_miR-3940-5p/4507
SBS13,C8orf34,miR-296-3p,0.0,2,0,-1.9439869949781945,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_C8orf34_miR-296-3p
SBS13,C8orf34,miR-6768-5p,0.0,2,0,-1.9439869949781945,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_C8orf34_miR-6768-5p
SBS13,C8orf34,miR-6776-5p,0.0,2,0,-1.9439869949781945,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_C8orf34_miR-6776-5p
SBS13,CASC11,miR-575/4676-5p,0.0,2,0,1.923175679196008,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_CASC11_miR-575/4676-5p
SBS13,CBL,miR-4284,0.0,2,0,-2.762738695849218,False,True,True,False,False,False,False,False,100.0,2,0,DualRole,True,,fully_downregulating,SBS13_CBL_miR-4284
SBS13,CCDC73,miR-6768-5p,0.0,2,0,-2.4951636687268333,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_CCDC73_miR-6768-5p
SBS13,DNMT1,miR-4687-3p,0.0,2,0,1.53569495580446,False,True,False,False,False,False,False,False,100.0,2,0,Oncogene,True,,fully_downregulating,SBS13_DNMT1_miR-4687-3p
SBS13,FAM49B,miR-296-3p,0.0,2,0,1.9118620426796376,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_FAM49B_miR-296-3p
SBS13,FCGR2B,miR-1323,0.0,2,0,-0.9813045619070808,False,True,False,False,False,False,False,False,100.0,2,0,Oncogene,False,,fully_downregulating,SBS13_FCGR2B_miR-1323
SBS13,FCGR2B,miR-6503-3p,0.0,2,0,-0.9813045619070808,False,True,False,False,False,False,False,False,100.0,2,0,Oncogene,False,,fully_downregulating,SBS13_FCGR2B_miR-6503-3p
SBS13,GCLC,miR-4534/8082,0.0,2,0,-1.3074047633519648,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_GCLC_miR-4534/8082
SBS13,GCLC,miR-4739,0.0,2,0,-1.3074047633519648,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_GCLC_miR-4739
SBS13,GPR158,miR-365-3p,0.0,2,0,-1.894606115828522,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_GPR158_miR-365-3p
SBS13,GPRC5C,miR-296-3p,0.0,2,0,-2.14514387290949,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_GPRC5C_miR-296-3p
SBS13,GPRC5C,miR-4739,0.0,2,0,-2.14514387290949,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_GPRC5C_miR-4739
SBS13,HAUS6,miR-4534/8082,0.0,2,0,-1.943475076876901,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_HAUS6_miR-4534/8082
SBS13,HLF,miR-4534/8082,0.0,2,0,-2.6787192278797973,False,True,False,False,False,False,False,False,100.0,2,0,Oncogene,False,,fully_downregulating,SBS13_HLF_miR-4534/8082
SBS13,JUP,miR-3940-5p/4507,0.0,2,0,-1.4679730751085216,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_JUP_miR-3940-5p/4507
SBS13,KAT2B,miR-130-3p/301-3p/454-3p,0.0,2,0,-2.9534154524652974,False,False,False,False,True,False,True,False,100.0,2,0,Other,False,"mirna_is_onc, mirna_upreg_in_brca",fully_downregulating,SBS13_KAT2B_miR-130-3p/301-3p/454-3p
SBS13,KCNB1,miR-371-5p,0.0,2,0,-1.3436886136261732,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_KCNB1_miR-371-5p
SBS13,KCNB1,miR-4534/8082,0.0,2,0,-1.3436886136261732,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_KCNB1_miR-4534/8082
SBS13,KCNB1,miR-4739,0.0,2,0,-1.3436886136261732,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_KCNB1_miR-4739
SBS13,KCNT2,miR-371b-5p/373-5p/616-5p,0.0,2,0,1.522710587095139,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_KCNT2_miR-371b-5p/373-5p/616-5p
SBS13,KCNT2,miR-6768-5p,0.0,2,0,1.522710587095139,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_KCNT2_miR-6768-5p
SBS13,LUC7L3,miR-371-5p,0.0,2,0,-1.844672297384797,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_LUC7L3_miR-371-5p
SBS13,LUC7L3,miR-4534/8082,0.0,2,0,-1.844672297384797,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_LUC7L3_miR-4534/8082
SBS13,MS4A2,miR-192-5p/215-5p,0.0,2,0,3.36923380966572,False,False,False,False,False,False,True,True,100.0,2,0,Other,False,"mirna_upreg_in_brca, mirna_downreg_in_brca",fully_downregulating,SBS13_MS4A2_miR-192-5p/215-5p
SBS13,NUMA1,miR-6768-5p,0.0,2,0,-1.341280970332318,True,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_NUMA1_miR-6768-5p
SBS13,PLEKHA4,miR-3940-5p/4507,0.0,2,0,-5.6490613489059855,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_PLEKHA4_miR-3940-5p/4507
SBS13,RAB2A,miR-4739,0.0,2,0,-2.3637839583295985,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RAB2A_miR-4739
SBS13,RP11-485G4.2,miR-1254/3116,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-1254/3116
SBS13,RP11-485G4.2,miR-371-5p,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-371-5p
SBS13,RP11-485G4.2,miR-4261,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-4261
SBS13,RP11-485G4.2,miR-4534/8082,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-4534/8082
SBS13,RP11-485G4.2,miR-6716-5p,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-6716-5p
SBS13,RP11-485G4.2,miR-6756-5p/6766-5p,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-6756-5p/6766-5p
SBS13,RP11-485G4.2,miR-762/4492/4498/5001-5p,0.0,2,0,-2.8702116403704765,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-485G4.2_miR-762/4492/4498/5001-5p
SBS13,RP11-756H20.1,miR-1323,0.0,2,0,-4.135159583281636,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RP11-756H20.1_miR-1323
SBS13,RPL7L1P11,miR-130-3p/301-3p/454-3p,0.0,2,0,-4.809593394253604,False,False,False,False,True,False,True,False,100.0,2,0,Other,False,"mirna_is_onc, mirna_upreg_in_brca",fully_downregulating,SBS13_RPL7L1P11_miR-130-3p/301-3p/454-3p
SBS13,RSF1,miR-200bc-3p/429,0.0,2,0,1.4556153217278225,False,False,False,False,False,False,True,False,100.0,2,0,Other,False,mirna_upreg_in_brca,fully_downregulating,SBS13_RSF1_miR-200bc-3p/429
SBS13,RSF1,miR-3169,0.0,2,0,1.4556153217278225,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RSF1_miR-3169
SBS13,RSF1,miR-328-5p/6885-5p,0.0,2,0,1.4556153217278225,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RSF1_miR-328-5p/6885-5p
SBS13,RTKN2,miR-6090,0.0,2,0,1.852956274879641,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_RTKN2_miR-6090
SBS13,SACS,miR-6768-5p,0.0,2,0,-1.6376031769285546,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_SACS_miR-6768-5p
SBS13,SLC4A10,miR-6752-5p/6842-5p/7110-5p,0.0,2,0,1.3850225810263814,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_SLC4A10_miR-6752-5p/6842-5p/7110-5p
SBS13,SLC9B2,miR-1269,0.0,2,0,-3.320314241587756,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_SLC9B2_miR-1269
SBS13,STAM,miR-6752-5p/6842-5p/7110-5p,0.0,2,0,-3.772589503896928,False,False,False,False,False,False,False,False,100.0,2,0,Other,False,,fully_downregulating,SBS13_STAM_miR-6752-5p/6842-5p/7110-5p
